[2025-10-21 23:25:38,990] INFO: [SPKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,716] INFO: [LISTAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,726] INFO: [FETUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,735] INFO: [SOLVUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,747] INFO: [GRTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,756] INFO: [APEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,765] INFO: [ORDERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,775] INFO: [AVNTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,784] INFO: [OMNIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,793] INFO: [MAGICUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,801] INFO: [HBARUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,811] INFO: [XPINUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,819] INFO: [PEOPLEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,830] INFO: [TWTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,838] INFO: [MDTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,847] INFO: [PTBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,855] INFO: [XLMUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,865] INFO: [COMBOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,873] INFO: [LIGHTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,883] INFO: [MIRAUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,891] INFO: [ETCUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,900] INFO: [AMBUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,910] INFO: [SIGNUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:38,917] INFO: [BONDUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,317] INFO: [CTSIUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,339] INFO: [RVVUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,375] INFO: [1000BONKUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,384] INFO: [BATUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,394] INFO: [LEVERUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,450] INFO: [NEOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,459] INFO: [VINEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,468] INFO: [4USDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,476] INFO: [APTUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,485] INFO: [NEIROUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,494] INFO: [BCHUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,503] INFO: [STBLUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,568] INFO: [JTOUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,576] INFO: [MUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,586] INFO: [ZROUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,595] INFO: [MEMEUSDT] Нет сигнала. Нет сигнала
[2025-10-21 23:26:39,603] INFO: [OPUSDT] Нет сигнала. Нет сигнала
